date,text,"Status (Rescheduled, Postponed, Cancelled)",Artist/Festival Name,Genre,US (yes/no),Refund? ,Press Release Link?,Popularity??
Feb. 25,"Testament, Exodus and Death Angel's TheÂ Bay Strikes Back show at the Trezzo Live Club in Milan, Italy has been scrapped due concerns over the coronavirus outbreak. ""Regarding the epidemic situation, our personal conviction is that the infection does not stop by stopping only the entertainment, sport and culture, instead leaving free access to shopping centers, supermarkets, shops, banks, public transport and offices,"" a statement read. ""It is a virus that has reached every corner of the globe and is transmitted even just by walking, but which fortunately has a very limited incidence of danger.""",C,"Testament, Exodus and Death Angel",Rock,No,,,
Feb. 23,"English singer Mabel canceled her Feb. 24 concert at the Magazzini Generali venue in Milan. Mabel took to social media on Feb. 23 to state â€œDue to recent events concerning the Coronavirus in Italy, weâ€™ve been advised by the Minister of Health and the President of the Lombardy region not to go ahead with tomorrowâ€™s show in Milan.â€",C,Mabel,Pop,No,,,
Feb. 20,"Australian pop artist Ruel postponed the Asian leg of his Free Time World Tour to September 2020 ""as a result of the coronavirus,"" reads a statement posted to his social media accounts.",P,Ruel,Pop,No,,,
Feb. 18,Promoter Live Nation Japan announced that Ari Lennox needed to cancel her March 3 performance at WWW X Tokyo due toÂ travel restrictions in several Asian countries.,C,Ari Lennox,Rap/R&B,No,,,
Feb. 14,"R&B artist Khalid postponed his Asian tour dates citing concerns for â€œthe safety of Khalid's fans, his team and everyone who has been working on these concerts.â€ Khalid was set to perform in Bangkok, Singapore, Jakarta, Manila, Kuala Lumpur, Tokyo, Seoul, Mumbai and Bangalore between March 24- April 14.",P,Khalid,Rap/R&B,No,,,
Feb. 13,"U.K. grime rapper Stormzy announced on Feb. 13 that he would be postponing a scheduled Asian tour due to fears over the coronavirus. The rapper had been scheduled to perform in Japan, China and Korea between March 27-29.",P,Stormzy,Rap/R&B,No,,,
Feb. 9,Seventeen's high-profile Ode to You world tour has canceled all of its upcoming dates in February and March.,C,Seventeen,Pop,No,,,
Feb. 6,K-pop superstar Taeyeon canceled two concerts in Bangkok over health concerns. Taeyeon had been set to perform at Thunder Dome Muang Thong Thani between Feb 22-23.,C,Taeyeon,Pop,No,,,
Feb. 5,The Philharmonic Society of Orange County in Southern California canceled its Feb. 5 Chinese New Year Celebration concert by the Shanghai Chinese Orchestra in light of the coronavirus epidemic citing â€œconcerns expressed by community members.â€,,,,,,,
Feb. 4,Taiwanese singer Jolin Tsai postponed her show March 7 performance in China.,P,Jolin Tsai,Pop,No,,,
Feb. 4,"The National Symphony Orchestra called off shows in Beijing on March 13 and 14, and one in Shanghai on March 17.",,,,,,,
Feb. 4,"The Hong Kong Philharmonic Orchestra's tour to Japan and Korea has also been postponed. The tour was originally scheduled to run between March 5:13 with stops at Osaka Symphony Hall, Tokyo Suntory Hall, Deajeon Arts Center, Seoul Arts Center, Chuncheon Culture & Art Center, and Gwangju Culture & Art Center.",,,,,,,
Feb. 2,South Korean girl group GFriend decided to hold their Feb. 3 showcase without an audience due to concerns about coronavirus. The event was instead streamed for fans on Feb. 3.,,,,,,,
Feb. 2,Agency YG Entertainment announced the cancellation of both WINNER's Feb. 8 concert in Singapore and AKMU's Feb. 8 and 9 concert dates in Changwon.,C,WINNER and AKMU,Pop,No,,,
Jan. 31,Three stops on GOT7â€™s world tour â€œKeep Spinningâ€ tour were postponed including their concerts in Bangkok planned for Feb. 15 and 16 at Rajamangala National Stadium and a concert in Singapore planned for Feb. 22.,P,GOT7,Pop,No,,,
Jan. 31,K:pop group TWICEâ€™s Tokyo fan signing events set to be held on Feb. 1 and 2 were canceled.,C,TWICE,Pop,No,,,
Jan. 31,The inaugural C.E.A. (Charming Eastern Awakening) Fest at Joy Park in Chengdu in China scheduled for April 18:19 is canceled. The event was set to headlining performances from Martin GarrixÂ and Dimitri Vegas & Like Mike.,C,C. E. A. Festival ,Festival,No,,,
Jan. 30,"NCT Dreamâ€™s promoter One Production announced the cancellation of the groupâ€™s two shows in Macau, China, on Feb. 7 and 8 and their Feb. 15 concert in Singapore.",C,NCT Dream,Pop,No,,,
Jan. 30,"The Boston Symphony Orchestra announced the cancellation of its Asia tour. The orchestra had been scheduled to go on a four:city tour that included Seoul in South Korea, Taipei in Taiwan and Shanghai and Hong Kong in China from Feb. 6 to 16.",,,,,,,
Jan. 28,"Cantopop singer Leon Lai postponed his two shows in Macau, China. Laiâ€™s Leon Metro Live 2.0 concerts were originally slated for Jan. 31 and Feb. 1 at Studio City Event Centre.",P,Leon Lai,Pop,No,,,
Jan. 28,"Promoter Live Nation announced the postponement of Miriam Yeung's Feb. 8 concert in Singapore. The show, which was slated to take place at the Singapore Indoor Stadium, is postponed indefinitely, due to the travel and freight conditions in China.",P,Miriam Yeung,Pop,No,,,
Jan. 28,"American rock band X Ambassadors took to social media to announce that their Feb. 14 and 15 shows in Shanghai and Chengdu, respectively, were canceled.",C,X Ambassadors,Rock,No,,,
Jan. 27,Japanese rock group Suchmos canceled a slate of dates in China that were scheduled between Feb. 7-11. The group said that they hoped to play dates in China as soon as possible.,C,Suchmos,Rock,No,,,
Jan. 26,"Canto-pop singer Andy Lau canceled 12 concerts scheduled throughout February at the Hong Kong Coliseum. The My Love Andy Lau World Tour Hong Kong 2020 was scheduled to start on Feb. 15 and end on Feb. 28. Lau said in a statement, â€œSorry about this. I wish that everyone will remain healthy. And that we get through this difficulty together."" According to the South China Morning Post, more than 100,000 fans will be impacted by the cancellations.",C,Andy Lau,Pop,No,,,
Jan. 24,"The Chinese government has closed the Mercedes-Benz Arena indefinitely. The venue's promoter and its joint-venture partner, a media group owned by the Shanghai government, have postponed over a dozen shows until the virus is contained.",,,,,,,
