"","date","text","Status..Rescheduled..Postponed..Cancelled.","Artist.Festival.Name","Genre","US..yes.no.","Refund.","Press.Release.Link.","Popularity..","cancellation_text","url","article_text"
"257","10-Mar","Miley Cyrus canceled her trip to Australia for theÂ World Tour Bushfire Relief concert, due to concerns relating to the coronavirus outbreak.Â Lil Nas X, The Veronicas and Seb Fontaine were also booked for the now-canceled concert, originally scheduled for Friday (March 13) in Melbourne.","C","Miley Cyrus","Pop","No",NA,NA,NA,"Miley Cyrus covid cancel refund","https://www.bbc.com/news/entertainment-arts-51814696",""
"258","10-Mar","RuPaul's DragCon LA announced that the planned convention set to take place on May 1, 2 and 3 has been canceled.Â In aÂ statementÂ posted on their website, DragCon made clear that the cancellation was due directly to the outbreak of COVID:19, and that the ""health and safety"" of fans and queens must come first.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"259","10-Mar","Pentatonix announced that their world tour,Â scheduled to kick off on March 16Â in Warsaw, Poland, will no longer happen. ""Despite our best efforts and intentions, it is, simply, no longer possible for us to execute this tour the way we want to: safely, confidently and completely,"" their statement read. The group went on to note that they are working on rescheduling dates.","P","Pentatonix","Pop","Yes",NA,NA,NA,"Pentatonix covid cancel refund","https://fox6now.com/2020/03/10/carlos-santana-zac-brown-band-pentatonix-cancel-concerts/","The acts all made announcements Tuesday. Santana said he had canceled the European tour dates of his Miraculous 2020 World Tour and that refunds will be available through point of purchase. The tour was scheduled to start March 17 in Poland."
"260","10-Mar","Carlos Santana, who was ready to launch his Miraculous 2020 world tour on March 17 in Krakow, Poland, postponed his tour dates.","P","Carlos Santos",NA,NA,NA,NA,NA,"Carlos Santos covid cancel refund","https://santosshoes.com/return-policy/",NA
"261","10-Mar","Planned Parenthood of Greater New YorkÂ was scheduled to join The Feminist InstituteÂ in aÂ ""Bans Off My Body"" benefit concertÂ on March 14, for gender equality and access to sexual and reproductive health care. However, due to the rapid spread of the coronavirus, the event has been canceled.","C","""Bans Off My Body"" benefit concert","Festival","Yes",NA,NA,NA,"""Bans Off My Body"" benefit concert covid cancel refund","https://www.timessquarenyc.org/whats-happening/postponed-bans-off-my-body-a-benefit-concert","The Feminist Institute and Planned Parenthood of Greater New York have announced they will be postponing their upcoming Bans Off My Body benefit concert in New York City on 3/14. Tickets purchased will be honored at the rescheduled date, or refunds will be honored at point of purchase."
"262","10-Mar","Though they didn't mention COVID:19, EDM duo Disclosure announced the postponement of their intimate U.S. DJ tour just two days after rolling out the dates due to ""unforeseen circumstances."" ""We feel it's for the best to reschedule all of these club sets when we can play them all properly,"" they wrote.","P","Disclosure","Pop","Yes",NA,NA,NA,"Disclosure covid cancel refund","https://www.transportation.gov/airconsumer/enforcement_notice_refunds_apr_3_2020","This notice reminds the traveling public and U.S. and foreign carriers that passengers should be refunded promptly when their scheduled flights are cancelled or significantly delayed.  Although the COVID-19 public health emergency has had an unprecedented impact on air travel, the airlines’ obligation to refund passengers for cancelled or significantly delayed flights remains unchanged."
"263","10-Mar","Sammy Hagar posts a video message to fans announcing the cancelation of his South American tour with The Circle.","C","Sammy Hagar","Rock","No",NA,NA,NA,"Sammy Hagar covid cancel refund","http://www.redrocker.com/redheads/user/sammyhagar/blog/summer-2020-tour-canceled","We want our fans to know that ticket holders will be emailed directly from the ticketing company with their refund options, including a full refund, so please look out for their communication in the coming days. Was looking forward to seeing the Circle again this summer, but this is the right call. Things are too unclear in a lot of areas.  Props to Sammy and Co. for canceling and offering refunds, unlike a lot of tours where they are just throwing up ""postponed, new date TBA"" and holding all the money with no clue as to when it is going to be rescheduled."
"264","9-Mar","Madonna's Madame X Tour has come to an abrupt halt due to new restrictions on public gatherings implemented in France amid the COVID-19 virus spread.""Following official notification from the Office of the Police this morning prohibiting all events with an audience attendance of over 1000, Live Nation regrets to announce the final two Madame X performances previously re-scheduled to 10-March and 11-March are forced to be cancelled,"" reads aÂ note on Madonna's site.","C","Madonna","Pop","No",NA,NA,NA,"Madonna covid cancel refund","https://www.usatoday.com/story/entertainment/music/2020/04/20/coronavirus-ticket-refunds-wont-happen-many-postponed-concerts/2989116001/","Getting a refund has proven difficult in many cases. Jeni Garcia is one of the lucky ones. She had tickets to a Keane show on March 15 in Austin, Texas, that were automatically refunded when the show was canceled. Her tickets to a Glass Animals show in San Antonio, though, haven't been refunded because the concert is classified as postponed. In response to the criticism, Ticketmaster's parent company, Live Nation, announced an initiative Friday that will give ticketholders 30 days to request a refund once their postponed show sets a new date. If they don't want a refund, their tickets will still be good for the rescheduled show.  Live Nation's rival AEG Presents announced a similar 30-day refund program last week, also starting May 1.  Eventbrite, another major ticket seller, suggests contacting event organizers directly for details on potential refunds for postponed shows and events. Organizers are expected to reply to inquiries within a week, according to Eventbrite's site.   Bonnaroo, on its website, says refunds are available ""in the event of a full cancellation,"" but the Tennessee music and arts festival wasn't canceled. Instead, it was pushed from June to September.  A lot of money is on the line for performers, promoters and venues, which could explain why refunds are hard to get. With concerts expected to be delayed or canceled into the summer, the industry is looking at a minimum projected loss of $10 billion, according to Dave Brooks, Billboard's senior director of live and touring. If the shutdown extends into 2021, it would be even more catastrophic. ""We all talked about whether or not we should get the tickets refunded or wait it out,"" she says. ""We came to the same agreement: Let’s just get (a refund)."" Their hopes of a refund quickly vanished, though, after several back-and-forths with Ticketmaster representatives, she says. But Radcliffe suspects it may get bumped back again. He and his wife haven't requested a refund – yet – saying they're ""waiting things out to a degree."" If you paid with a credit card and a refund isn't being offered by your ticket seller, you could try to have your bank initiate a chargeback, says Billboard's Brooks. There's a chance, though, that the company you bought the tickets from could contest."
"265","9-Mar","Pearl JamÂ was scheduled to kick off itsÂ North American tour on March 18, but the four:month long run is postponed amid coronavirus fears.","P","Pearl Jam","Rock","Yes",NA,NA,NA,"Pearl Jam covid cancel refund","https://www.usatoday.com/story/entertainment/music/2020/04/25/live-nation-customers-get-automatic-refunds-canceled-shows/3028772001/","Corrections & clarifications: A previous version of this story misstated Live Nation’s refund policy. Only customers who had tickets for a canceled show at a Live Nation venue will have 30 days to request a 150% credit toward a future purchase in lieu of a refund. It's official: Live Nation customers will now automatically receive a refund if the concert or show they bought tickets for is canceled due to the coronavirus pandemic. The event promoter, which announced the ""Ticket Relief"" initiative last week, posted the update on its website and social media accounts Friday.  In the case of canceled shows at venues operated by Live Nation, customers will also have 30 days to request that the refund be applied as a 150% credit toward future events once the new date is announced. (The offer is not valid for special events, third party rentals or festivals.) In the case of postponed shows, the policy says, ""if 60 days has passed since a show was postponed and no rescheduled dates have been announced, the 30-day window for refunds will open at that time."" Ticket refund?  Unless your concert has been canceled amid the coronavirus, they can be hard to come by In the case of rescheduled shows at venues operated by Live Nation, customers will have 30 days after a new show date is announced to request a refund. (The offer is not valid for special events, third party rentals or festivals.) Cancellations and postponements have been piling up as the pandemic has played out. The latest example: pop megastar Taylor Swift, who announced last week that she was calling off her ""Lover Fest"" stadium tour and other live appearances for the rest of 2020. Her U.S. dates will be rescheduled for next year. Those unable to attend rescheduled U.S. dates can seek a refund ""subject to Ticketmaster terms"" beginning May 1."
"266","9-Mar","The 2020 editions of Coachella andÂ Stagecoach will need to be moved to later this year, or canceled altogether, admit organizers Goldenvoice.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"267","9-Mar","Though they are forging ahead with their End of the Road tour, Kiss manager Doc McGhee tells BlabbermouthÂ that the band's members have been advised to temporarily scrap all fan backstage meet:and:greet events.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"268","9-Mar","Poison singer Bret Michaels, 56, has pulled out of The 80s Cruise, on which he was slated to play on March 13 and 14. ""As of Sunday March 8, 2020 it has been advised by the Centers for Disease Control that cruise ship travel be deferred for those with compromised immune systems,"" read a statement on the singer's site. ""Bret Michaels, a lifelong type 1 Diabetic, falls under the category of those that run the extreme high risk of contracting this illness. Even if this illness is not contracted by Bret, he runs the risk of being quarantined on the ship with fellow music fans that might fall ill.""",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"269","9-Mar","Marc AnthonyÂ andÂ Henry CÃ¡rdenasâ€™s annual Maestro Cares fundraising gala has been postponed. The â€œChanging Lives, Building Dreamsâ€ gala, which was celebrating its ninth annual event March 12 in New York City, has been postponed. A new date is expected to be announced soon.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"270","9-Mar","The American Society of Composers, Authors and Publishers has canceled this yearâ€™s 15th annual ASCAP Experience music conference over concerns about the spreading coronavirus.Â â€œOut of consideration for the health and safety of our members and all other participants, and due to rising concerns about the spread of COVID:19 (coronavirus), the determination has been made to cancel the 2020 ASCAP Experience,â€ said the organization in a statement.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"271","9-Mar","Ultra Abu Dhabi:: the Middle Eastern edition of the Miami:based festival:: has been canceled. It was set to happen March 5:6.","C","Ultra Abu Dhabi Festival","Festival","No",NA,NA,NA,"Ultra Abu Dhabi Festival covid cancel refund","https://www.billboard.com/articles/news/dance/9327267/ultra-abu-dhabi-canceled-coronavirus","Ultra is counting one less festival on their international calendar with the cancellation of Ultra Abu Dhabi. Today (March 3) an announcement on the festival's website appeared stating, ""The local organizers of Ultra Abu Dhabi have canceled the upcoming event. Tickets will be refunded through original point of purchase."""
"272","9-Mar","Mariah Carey has postponed her Honolulu date until November.Â ""I was so excited to come back to Hawaii on my 'anniversary month' but evolving international travel restrictions force us to consider everyone's safety and well being,"" Carey wrote on Instagram.","P","Mariah Carey","Pop","Yes",NA,NA,NA,"Mariah Carey covid cancel refund","https://www.usatoday.com/story/entertainment/celebrities/2020/03/03/coronavirus-mariah-carey-musicians-cancel-shows-well-being/4945189002/","The announcement stated that ticket holders can wait for the rescheduled dates, which are yet to be announced, or can wait for info on how to receive a refund."
"273","9-Mar","British singer YungbludÂ called off a tour slated to kick off in South Korea, as well as shows in Japan, Hong Kong, the Philippines and Singapore, according to NME.Â â€œAt first I was going to say, â€˜F::k itâ€™ and come, but we have been advised again to seriously not,â€ the singer reportedly explained in an Instagram story.","C","Yungblud","Rap/R&B","No",NA,NA,NA,"Yungblud covid cancel refund","https://www.nme.com/news/music/yungblud-cancels-asia-tour-due-to-coronavirus-2621253","Ticket will be cancelled and refunds are available. Depending on your point of purchase, you may need to submit a refund inquiry (email or call). Stay safe everyone 🖤🖤🖤 pic.twitter.com/V5ssEmggIN"
"274","8-Mar","Richard MarxÂ rescheduled his first European tour in nearly a decade, pushing it from the spring to the fall due to the global health crisis.Â â€œWe all decided that it was for everyoneâ€™s own good, it was for the best interest of the health of everyone Iâ€™m counting on to come see me play,"" he said in a video announcing the news. ""Iâ€™m super bummed, selfishly. I was really, really excited about this tourâ€¦Every show was sold out. I havenâ€™t played in Europe in eight or nine years at least. The fact you guys supported this tour the way you did made me even more excited to play.""","R","Richard Marx","Pop","No",NA,NA,NA,"Richard Marx covid cancel refund","https://cascadetheatre.org/performances/richard-marx/",""
"275","7-Mar","1980s ""Take On Me"" band A-ha canceled its Japanese tour, saying it will be rescheduled at a later date. ""We were really looking forward to seeing our fans & friends in Asia, but the safety of our fans has to come first of course,"" they write. The affected dates include early March gigs in Tokyo, Fukuoka and Nagoya.","C","A-ha","Pop","No",NA,NA,NA,"A-ha covid cancel refund","https://annualmeeting.aha.org/aha-annual-membership-meeting-cancellation-faq","Anyone who has registered for the annual meeting will receive a full refund via the registrant’s original payment method. No action is required. Registrants will receive confirmation receipts via email upon completion of their refund. Should you have a special request regarding your refund, please contact AnnualMeeting@aha.org immediately. The Marriott Marquis will automatically cancel all room reservations and refund deposits directly, within the coming days. If you have any questions regarding your reservation, you may call the Marriott directly at 877-212-5752."
"276","7-Mar","CiaraÂ postponed a performance at the USO Fort Hood slated for March 19. The 34:year:old singer, who is pregnant, said, ""With the continued spread of the coronavirus throughout the U.S., as a pregnant woman, my doctors have advised me to limit travel and large group gatherings,â€ in a statement according to theÂ Associated Press. â€œI am disappointed I wonâ€™t be able to return this month to the place where I was born, Ft. Hood Texas, and put on the amazing show we had planned.â€ The show is now slated to take place later this year.","P","Ciara","Rap/R&B","Yes",NA,NA,NA,"Ciara covid cancel refund","https://abc7ny.com/refund-how-to-get-a-for-canceled-trip-airline-7-on-your-side/6213417/",""
"277","7-Mar","Country band Old Dominion pulled out of their planned appearances at the Country Country festivals in the UK. ""After much consideration, we have decided to withdraw from our upcoming performances as part of the @c2cfestival in Berlin, Amsterdam, Dublin, London, and Glasgow,â€ the band wrote. ""We are so sorry to disappoint our fans overseas; however, with the growing uncertainty and unpredictable nature of the virus that is spreading throughout the world, the safety and security of our entire team is the top priority.""",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"278","6-Mar","In a major blow to the Austin, Texas music community, the 2020 SXSW festival hascanceled its entire event. The loss of the interactive, film and music events with an estimated $356 million economic impact on the city comes after Austin's Mayor, Steve Adler, declared a local disaster due to COVID-19 fears. It marks the first cancelation of the entire event in its 34-year history.","C","SXSW Festival","Festival","Yes",NA,NA,NA,"SXSW Festival covid cancel refund","https://www.statesman.com/business/20200425/coronavirus-in-austin-sxsw-sued-over-no-refund-policy-after-cancellation","The company that puts on Austin’s internationally acclaimed South by Southwest festival is being sued over its no-refund policy, after the annual event was canceled this year because of the coronavirus pandemic. The lawsuit was filed Friday in U.S. District Court in Travis County on behalf of two people who said they each spent more than $1,000 on entry fees to attend but were denied refunds. It seeks class-action status on behalf of potentially ""hundreds of thousands"" of others similarly rebuffed. SXSW LLC, the company behind the annual festival, said in a written statement Saturday that it lacks the financial resources to issue refunds. ""SXSW, like many small businesses across the country, is in a dire financial situation requiring that we rely on our contracts (agreed to by would-be attendees at the time of purchase), which have a clearly stated no refunds policy. Though we wish we were able to do more, we are doing our best to reconcile the situation and offered a deferral package option"" allowing people to use their entry fees to attend in future years instead, it said. SXSW’s official policy states that it doesn’t issue refunds ""under any circumstances."" Still, the company announced following the cancellation that it would allow people who had already paid for credentials to defer their badges to any of the next three annual festivals from 2021 to 2023, and to get 50% off the walk-up rate in any of those years. Regardless, the lawsuit calls SXSW’s no-refund policy ""an unenforceable, illusory, unilateral option contract that allows SXSW to sell credentials, cancel the festival for any or no reason whatsoever, and retain all customer payments while leaving (would-be attendees) without a remedy."" It seeks refunds and ""equitable monetary relief"" for the plaintiffs, as well as interest and attorneys fees. The suit was brought by Austin law firm Howry Breen & Herman LLP, Pennsylvania firm Sauder Schelkopf LLC and Chicago firm Cafferty Clobes Meriwether & Sprengel LLP."
"279","5-Mar","Louis TomlinsonÂ tweeted to fans that the President of the Council of Ministers had decreed that his March 11 show at the Fabrique in Milan has been called off.","C","Louis Tomlinson","Pop","No",NA,NA,NA,"Louis Tomlinson covid cancel refund","https://www.vulture.com/2020/06/events-cancelled-coronavirus.html",NA
"280","5-Mar","Queen and Adam LambertÂ notified fans that the group's planned May 26 show at the AccorHotels Arena in Paris has been postponed ""following a government decree in France to cancel all indoor events over 5,000 capacity in France until 31st May in an effort to contain the spread of Coronavirus."" The band said they are working with the promoter to reschedule the date and will announce a new one soon.","P","Queen and Adam Lambert","Rock","No",NA,NA,NA,"Queen and Adam Lambert covid cancel refund","https://www.udiscovermusic.com/news/queen-cancel-coronavirus-outbreak/",""
"281","5-Mar","Organizers of Tomorrowland Winter in France announced that they have canceled the 2020 winter edition ofÂ the electronic dance music festival due to health concerns connected with the spread of COVID:19, the respiratory illness caused by the coronavirus. Tomorrowland Winter 2020 was set to run March 14:21 at the French alpine ski resort of Alpe dâ€™Huez Grand Domaine Ski.","C","Tommorowland","Festival","No",NA,NA,NA,"Tommorowland covid cancel refund","https://www.marketwatch.com/story/how-a-canceled-mountaintop-rave-has-left-festivalgoers-looking-at-a-legal-challenge-in-the-fight-for-refunds-2020-04-29","A group of ticket holders to the canceled festival Tomorrowland Winter is planning legal action to force refunds from festival partner SunWeb, one of Europe’s leading travel groups.  When the 25,000-person event was canceled because of the coronavirus, SunWeb customers, who had paid as much as $5,000 each, were promised a refund by the end of March.  Read:Tomorrowland Winter ticket holders given ‘corona -vouchers’ and could face 18-month wait for cash refunds But SunWeb told customers in an email on Friday they would instead be offered “corona vouchers,” a program backed by the French and Belgian governments that allows companies to offer coupons instead of cash refunds. European law entitles anyone with a canceled package holiday to a refund within 14 days of the cancellation. “EU rules are clear: in case of canceled holidays, travelers have the right to be reimbursed,” an EU Commission representative said.  SunWeb — which says on its website, “We all act like owners and accept personal accountability” — has been accused of ignoring emails and going back on its word after dropping its initial promise to provide refunds by March 31."
"282","4-Mar","Ultra Music Festival's flagship Miami festival scheduled for March 20-22 has been called off, according to city officials.","C","Ultra Music Festival Miami","Festival","Yes",NA,NA,NA,"Ultra Music Festival Miami covid cancel refund","https://www.rollingstone.com/pro/news/ultra-music-festival-no-refunds-after-coronavirus-cancellation-965312/","Miami’s Ultra Music Festival, postponed to 2021, is offering benefits in place of refunds, while SXSW is also not offering refunds. Ticket holders aren’t happy 				Ultra Music Festival, one of the first major music events to get pushed amid the coronavirus pandemic, faces a lawsuit over a refund policy.			 According to an email sent by Ultra organizers to ticket holders around midnight Monday and reviewed by Rolling Stone, would-be attendees were offered a benefit package to supplement their tickets, which the company said would be valid for the 2021 or 2022 Miami festivals — but the email made no mention of a potential refund. Ticket holders are being given until April 9th to decide which festival they would attend. Ultra’s benefits included 50% discounts for merchandise — as long as the purchase was for $250 or less — along with a free ticket to an Ultra Worldwide event and exclusive access to purchasing other Ultra Worldwide event tickets. South by Southwest, which was forced to cancel its annual festival last week, similarly notified would-be attendees through email on Friday that their tickets would be valid for the 2021, 2022 and 2023 SXSW festivals but also didn’t specify if they would offer refunds. Ultra, like most music festivals, has a clause in its terms and conditions that reserves the company the right to postpone their events and reschedule without issuing refunds, or to issue a comparable “make good” offering in the event of an event cancellation. SXSW also has a no-refund specification in its terms and conditions. Representatives for the Ultra Music Festival did not reply to multiple requests for comment. How do you cancel or “suspend” ultra and not give refunds???? You’re just holding peoples money hostage. A 2021 ticket isn’t what they bought. How is that not illegal????? Lmfao"
"283","4-Mar","Slipknot postponed a planned Asian tour slated to kick off on March 20 with the two:night Knotfest, while fellow hard rockers Whitesnake, Sons of Apollo and the Michael Schenker Fest all canceled dates too.","P","Slipknot","Rock","No",NA,NA,NA,"Slipknot covid cancel refund","https://www.rollingstone.com/music/music-news/slipknot-cancel-2020-tour-dates-coronavirus-998894/","In a statement on social media, the band said the cancellations will effect the North American and U.K. legs of their Knotfest Roadshow festival, while their August cruise, Knotfest at Sea, will be postponed. Ticket holders to the Knotfest shows will receive an e-mail regarding refund options, while postponement info will be sent to those set to attend Knotfest at Sea."
"284","4-Mar","As a result of Apple pulling out of this year's SXSW festival:: along with Twitter, Amazon, TikTok, Facebook and other major companies:: Spike Jonze's Beastie Boys Story documentary is not slated to premiere at the event. Nine Inch Nails has also dropped out of the film portion of the annual fest in Austin, Texas, tweeting, ""We're sorry we won't be giving our Watchmen keynote at SXSW this year (because we had some surprises in store!) However, it was the right decision.""",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"285","3-Mar","Maluma hasÂ postponed his upcoming concert in Milan amid the outbreak in Italy.","P","Maluma","Pop","No",NA,NA,NA,"Maluma covid cancel refund","https://www.billboard.com/articles/business/touring/9323647/concerts-canceled-coronavirus-list",NA
"286","2-Mar","Wolf Parade canceled European and U.K. dates for the tour supporting their latest album,Â Thin Mind.Â The first show was scheduled for Mar. 2 in the Netherlands.","C","Wolf Parade","Rock","No",NA,NA,NA,"Wolf Parade covid cancel refund","https://www.billboard.com/articles/business/touring/9326722/avril-lavigne-wolf-parade-cancel-tours-coronavirus","Wolf Parade suggested fans seek refunds for their tickets since they plan to reschedule dates, but are unsure when they will be able to do so."
"287","2-Mar","Lacuna Coil canceled their tour of Asia and Australia. ""Our home region of Lombardia, Italy, is in the midst of a coronavirus outbreak,"" a statement reads. ""Everyoneâ€™s health and safety must come first and this includes our fans.""","C","Lacuna Coil","Rock","No",NA,NA,NA,"Lacuna Coil covid cancel refund","https://www.billboard.com/articles/business/touring/9323647/concerts-canceled-coronavirus-list",NA
"288","2-Mar","The National canceled their March 17 and 18 shows in Tokyo for ""the interest of public safety."" In an online statement, The National said, ""We look forward to returning in theÂ future and performing for our friends in Japan."" The group was set to see support from Phoebe Bridgers.","C","The National","Rock","No",NA,NA,NA,"The National covid cancel refund","https://www.cnbc.com/2020/06/03/proposed-law-would-guarantee-refunds-for-flights-canceled-during-pandemic.html","That's because air carriers in the U.S. are required by law to refund airfares when they cancel flights and can't offer a reasonable alternative itinerary — but don't have to hand you back your money if you cancel your reservation yourself. If your flight's still taking off and you're not on it, you're out of luck. The proposed law, backed by five Democrats —  Edward J. Markey and Elizabeth Warren of Massachusetts, Richard Blumenthal and Chris Murphy of Connecticut and Kamala Harris of California — would require both major carriers and third-party ticket sellers to offer full refunds, in cash, for any tickets canceled during the pandemic, whether it was the airline canceling the flight or an individual passenger deciding not to travel. Sen. Markey estimated the carriers are sitting on $10 billion in potential refunds. ""Airlines already have a moral responsibility to give cash refunds for all canceled tickets during the coronavirus pandemic,"" he said. ""People who bought flight tickets and don't get their refund may be in a situation where they suffer financially,"" said Christian Nielsen, chief legal officer at AirHelp. The Berlin-based firm, founded in 2013, has helped 16 million air travelers in 35 countries file compensation claims against global carriers under international regulations. In May, Consumer Reports, non-profit federation U.S. PIRG and Denver resident and airline customer Jen Stansfield delivered to major airlines a petition signed by nearly 250,000 demanding cash refunds for canceled trips. In fact, the National Consumer League, which has welcomed the proposed refund legislation, objected in a May 28 statement to proposed rules from the DOT that it said ""require the agency to overcome burdensome hurdles before any new enforcement actions or consumer protection rule makings are initiated."" An airline is a ""negative-working-capital business"" that finances operations on proceeds from future sales, Mann explained. If carriers are forced to refund in cash those future sales, even fares understood to be nonrefundable when purchased, ""there is effectively no limit on the amount of cash draw on an airline's balance sheet,"" he said. ""It's been said that we should ignore or change the current law and regulations so that any canceled any passenger cancels is entitled to a refund,"" he testified. ""I'll just lay it out there for you right now: Revenue, negative revenue, exceeds bookings."" Forcing cash refunds in all instances would lead to airline bankruptcies ""very quickly,"" Calio said. According to Airlines for America, as of May 19, U.S. airlines were ""collectively burning"" as much as $7.5 billion per month, with net passenger bookings down 92% and booked revenue down 100% year over year. Unlimited passenger refunds would also mean much of the federal aid in grants and loans to airlines might ironically ""end up going right back to consumers in the form of refunds,"" Mann said. Airlines normally don't like to make refunds of any kind, mandatory or not. In March and April, the Transportation Department received more than 25,000 complaints from consumers who said they had been denied refunds by carriers, according to The Washington Post. Even in overseas markets like the European Union that have stronger air passenger protections in place, airlines are resisting pandemic-related refunds, said Nielsen at AirHelp. ""What we're seeing here in Europe is that airlines aren't paying because they're struggling financially and it just doesn't make any sense for them to pay,"" he said. ""They would rather face a lot of negative media, political pressure and all kinds of other pressure than pay out."""
